จังหวัด,เขตเลือกตั้ง,no,ocrName,newname,พรรคการเมือง,score
กรุงเทพมหานคร,5,15,นายจักรทิพย์ ปัทมะทิน,นายจักรทิพย์ ปัทมะทิน,รักษ์ผืนป่าประเทศไทย,369
กรุงเทพมหานคร,5,1,นายยงยุทธ วงศ์ธีระสูตร,นายยงยุทธ วงศ์ธีระสูตร,ชาติพัฒนา,291
กรุงเทพมหานคร,5,14,นางสาวสาวิตรี สาทสุทธิ,นางสาวสาวิตรี สาทสุทธิ,เพื่อชาติ,221
กรุงเทพมหานคร,5,6,นางสาวณฐบดี อภิญญาตกล,นางสาวณฐบดี อภิญญาตกุล,ไทยศรีวิไลย์,209
กรุงเทพมหานคร,5,24,นางเอึองฟ้า งามธุระ,นางเอื้องฟ้า งามธุระ,ชาติพันธุ์ไทย,164
กรุงเทพมหานคร,5,3,นายอภิเดช ชยานนท์เกสริ,นายอภิเดช ชยานนท์เกสรี,ประชาชาติ,140
กรุงเทพมหานคร,5,21,นายณัฐสุรัช หงษ์วิจิตปรีชา,นายณัฐสุรัช หงษ์วิจิตปรีชา,ประชาธิปไตยใหม่,107
กรุงเทพมหานคร,5,22,นายพงศ์สัคศ์ พุฒแกัว,นายพงศ์สัคค์ พุฒแก้ว,พลังชาติไทย,104
กรุงเทพมหานคร,5,12,นายศภศักดิ๋ บุญญะสุต,นายศุภศักดิ์ บุญญะสุต,ประชาภิวัฒน์,97
กรุงเทพมหานคร,5,18,นายสมเกียรติ มั่นคง,นายสมเกียรติ มั่นคง,พลังสังคม,97
กรุงเทพมหานคร,5,10,นางกรรธิมา สันติสุข,นางกรรธิมา สันติสุข,พลังธรรมใหม่,92
กรุงเทพมหานคร,5,26,นายอนุรักษ์ รุ่งแจง,นายอนุรักษ์ รุ่งแจ้ง,พลังท้องถิ่นไท,86
กรุงเทพมหานคร,5,33,นางพิชญ์ดา เดอเยซซ์,นางพิชญ์ดา เดอเยซูซ์,พลังประชาธิปไตย,82
กรุงเทพมหานคร,5,25,นางสาวสุรีพร สัมโย,นางสาวสุรีพร สัมโย,พลังไทยรักไทย,77
กรุงเทพมหานคร,5,23,นายกรน นิลพานิช,นายกวิน นิลพานิช,ครูไทยเพื่อประชาชน,56
กรุงเทพมหานคร,5,16,นางน้องนุช โทเอ,นางน้องนุช โทเอ,ภราดรภาพ,38
กรุงเทพมหานคร,5,20,นายพนิต นุชน์อย,นายพนิต นุชน้อย,ประชานิยม,38
กรุงเทพมหานคร,5,30,นายภเบศร์ มงคลวัฒน์,นายภูเบศร์ มงคลวัฒน์,มหาชน,30
กรุงเทพมหานคร,5,28,นางสาวประภัสสร แก้วประเสริฐ,นางสาวประภัสสร แก้วประเสริฐ,ภาคีเครือข่ายไทย,24
กรุงเทพมหานคร,5,32,นายณภัทร หลวงเมือง,นายณภัทร หลวงเมือง,ประชาธรรมไทย,16
กรุงเทพมหานคร,5,19,นายทน้ฎฐ์ ปานโสภณ,นายทนัฏฐ์ ปานโสภณ,พลังปวงชนไทย,14
กรุงเทพมหานคร,5,27,นายสุชาติ สุวรรณปราโมทย์,นายสุชาติ สุวรรณปราโมทย์,มติประชา,9
กรุงเทพมหานคร,5,5,นายสมชาย ดุรงค์เดช,นายสมชาย ดุรงค์เดช,ประชาชนปฏิรูป,0
